_id,id,trip_id,schedule_relationship,route_id,direction_id,latitude,longitude,odometer,speed,current_stop_sequence,current_status,timestamp,stop_id,congestion_level
656ca45bcf3742cf5526e86d,3f6631d0-bf40-448f-ab56-0b968ddaad17,3d89a2b2-d789-4511-b6f4-d0439331703f,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.412086,-79.669044,164727800.0,14.0,IN_TRANSIT_TO,1701618738,7d3a9d37-8c8b-48e4-aa54-d73b109d5e0c,2202,4
656ca45ccf3742cf5526e871,c4b80d50-75ac-40ba-a070-72d6d9de9b63,0f06b29e-8132-42db-8a54-2083e8857beb,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1.0,44.386116,-79.69375,532787499.0,1.4840076102,IN_TRANSIT_TO,1701618738,bdcf1321-37be-4926-86db-717fa6131f1f,1707,4
656ca45fcf3742cf5526e87c,5af54e49-d005-4cbf-90e4-bc42b52593ad,7d73e0c4-f618-47be-a5fa-0061b7f39a82,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.33043,-79.72569,714668599.0,11.701214148,IN_TRANSIT_TO,1701618738,37d98399-0db1-41ce-87c0-f4c79bb3338c,1503,4
656ca47ecf3742cf5526e87e,3f6631d0-bf40-448f-ab56-0b968ddaad17,3d89a2b2-d789-4511-b6f4-d0439331703f,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.412086,-79.669044,164727800.0,14.0,IN_TRANSIT_TO,1701618768,7d3a9d37-8c8b-48e4-aa54-d73b109d5e0c,2202,4
656ca47fcf3742cf5526e882,c4b80d50-75ac-40ba-a070-72d6d9de9b63,0f06b29e-8132-42db-8a54-2083e8857beb,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1.0,44.385914,-79.694016,532787499.0,7.256414102,IN_TRANSIT_TO,1701618768,bdcf1321-37be-4926-86db-717fa6131f1f,1707,4
656ca482cf3742cf5526e88d,5af54e49-d005-4cbf-90e4-bc42b52593ad,7d73e0c4-f618-47be-a5fa-0061b7f39a82,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.32874,-79.72535,714668799.0,2.888842148,IN_TRANSIT_TO,1701618768,37d98399-0db1-41ce-87c0-f4c79bb3338c,1503,4
656ca4a1cf3742cf5526e88f,3f6631d0-bf40-448f-ab56-0b968ddaad17,3d89a2b2-d789-4511-b6f4-d0439331703f,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.412086,-79.669044,164727800.0,14.0,IN_TRANSIT_TO,1701618828,7d3a9d37-8c8b-48e4-aa54-d73b109d5e0c,2202,4
656ca4a2cf3742cf5526e893,c4b80d50-75ac-40ba-a070-72d6d9de9b63,0f06b29e-8132-42db-8a54-2083e8857beb,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1.0,44.378212,-79.69365,532788399.0,15.595692105,IN_TRANSIT_TO,1701618828,b9e7c873-7d01-4ef2-a4f5-1cd97cda7c32,1707,2
656ca4a5cf3742cf5526e89e,5af54e49-d005-4cbf-90e4-bc42b52593ad,7d73e0c4-f618-47be-a5fa-0061b7f39a82,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.326195,-79.72628,714669099.0,13.376904152,IN_TRANSIT_TO,1701618828,657ef523-0485-4299-a2c0-06eca44991f9,1503,4
656ca4c4cf3742cf5526e8a0,3f6631d0-bf40-448f-ab56-0b968ddaad17,3d89a2b2-d789-4511-b6f4-d0439331703f,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.412086,-79.669044,164727800.0,14.0,IN_TRANSIT_TO,1701618858,7d3a9d37-8c8b-48e4-aa54-d73b109d5e0c,2202,4
656ca4c5cf3742cf5526e8a4,c4b80d50-75ac-40ba-a070-72d6d9de9b63,0f06b29e-8132-42db-8a54-2083e8857beb,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1.0,44.37535,-79.691,532788799.0,12.626566124,IN_TRANSIT_TO,1701618858,3fc855e2-62ed-4e6f-8af1-d686a89f1cdd,1707,4
656ca4c8cf3742cf5526e8af,5af54e49-d005-4cbf-90e4-bc42b52593ad,7d73e0c4-f618-47be-a5fa-0061b7f39a82,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.324486,-79.72897,714669499.0,12.101523152,IN_TRANSIT_TO,1701618858,657ef523-0485-4299-a2c0-06eca44991f9,1503,4
656ca4e7cf3742cf5526e8b1,3f6631d0-bf40-448f-ab56-0b968ddaad17,3d89a2b2-d789-4511-b6f4-d0439331703f,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.412086,-79.669044,164727800.0,14.0,IN_TRANSIT_TO,1701618888,7d3a9d37-8c8b-48e4-aa54-d73b109d5e0c,2202,4
656ca4e8cf3742cf5526e8b5,c4b80d50-75ac-40ba-a070-72d6d9de9b63,0f06b29e-8132-42db-8a54-2083e8857beb,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1.0,44.373898,-79.69012,532788999.0,0.433368124,IN_TRANSIT_TO,1701618888,3fc855e2-62ed-4e6f-8af1-d686a89f1cdd,1707,2
656ca4ebcf3742cf5526e8c0,5af54e49-d005-4cbf-90e4-bc42b52593ad,7d73e0c4-f618-47be-a5fa-0061b7f39a82,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.321793,-79.72786,714669899.0,8.321499154,IN_TRANSIT_TO,1701618888,bc199e58-ee0c-48fa-9de4-376baf253c97,1503,4
656ca50acf3742cf5526e8c2,3f6631d0-bf40-448f-ab56-0b968ddaad17,3d89a2b2-d789-4511-b6f4-d0439331703f,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.412086,-79.669044,164727800.0,14.0,IN_TRANSIT_TO,1701618918,7d3a9d37-8c8b-48e4-aa54-d73b109d5e0c,2202,4
656ca50bcf3742cf5526e8c6,c4b80d50-75ac-40ba-a070-72d6d9de9b63,0f06b29e-8132-42db-8a54-2083e8857beb,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1.0,44.373898,-79.689384,532788999.0,6.5744147124,IN_TRANSIT_TO,1701618918,3fc855e2-62ed-4e6f-8af1-d686a89f1cdd,1707,4
656ca50ecf3742cf5526e8d1,5af54e49-d005-4cbf-90e4-bc42b52593ad,7d73e0c4-f618-47be-a5fa-0061b7f39a82,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.32254,-79.723946,714670199.0,11.934844155,IN_TRANSIT_TO,1701618918,7e65386a-1e4b-4e31-9a4a-12c153cc6e1a,1503,4
656ca52dcf3742cf5526e8d3,3f6631d0-bf40-448f-ab56-0b968ddaad17,3d89a2b2-d789-4511-b6f4-d0439331703f,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.412086,-79.669044,164727800.0,14.0,IN_TRANSIT_TO,1701618948,7d3a9d37-8c8b-48e4-aa54-d73b109d5e0c,2202,4
656ca52ecf3742cf5526e8d7,c4b80d50-75ac-40ba-a070-72d6d9de9b63,0f06b29e-8132-42db-8a54-2083e8857beb,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1.0,44.374596,-79.68876,532789199.0,0.3480834132,IN_TRANSIT_TO,1701618948,ae40205a-eb3c-4c4d-a575-a833fe1d4570,1707,2
656ca531cf3742cf5526e8e2,5af54e49-d005-4cbf-90e4-bc42b52593ad,7d73e0c4-f618-47be-a5fa-0061b7f39a82,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.32208,-79.720345,714670599.0,1.198984716,IN_TRANSIT_TO,1701618948,d5403d66-b8f4-4985-9865-ba86194ba569,1503,4
656ca550cf3742cf5526e8e4,3f6631d0-bf40-448f-ab56-0b968ddaad17,3d89a2b2-d789-4511-b6f4-d0439331703f,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.412086,-79.669044,164727800.0,14.0,IN_TRANSIT_TO,1701618978,7d3a9d37-8c8b-48e4-aa54-d73b109d5e0c,2202,4
