_id,id,trip_id,schedule_relationship,route_id,direction_id,latitude,longitude,odometer,speed,current_stop_sequence,current_status,timestamp,stop_id,congestion_level
656d211ccf3742cf5526ebd3,02155a60-ef99-420b-a797-6217f8c979cf,ac7525e8-278f-4c2c-807c-0a9db8a9a96a,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1.0,44.388817,-79.69139,168413804.0,92.0,IN_TRANSIT_TO,1701650691,837579f7-8c0e-4fb3-980c-2f73d3f4977e,2204,0
656d213ecf3742cf5526ebe2,a38dea84-c086-4a0c-acf4-298bd24935b8,71d61b5e-b7fc-44d7-af41-c3b736e301a4,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.33385,-79.72048,603008306.0,10.777251141,IN_TRANSIT_TO,1701650721,76052131-ec18-4027-818b-55085b6e07d4,1603,4
656d213fcf3742cf5526ebe6,02155a60-ef99-420b-a797-6217f8c979cf,ac7525e8-278f-4c2c-807c-0a9db8a9a96a,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1.0,44.388096,-79.69074,168413804.0,4.73315692,IN_TRANSIT_TO,1701650721,837579f7-8c0e-4fb3-980c-2f73d3f4977e,2204,4
656d2162cf3742cf5526ebf5,a38dea84-c086-4a0c-acf4-298bd24935b8,71d61b5e-b7fc-44d7-af41-c3b736e301a4,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.33193,-79.72373,603008606.0,12.297373142,IN_TRANSIT_TO,1701650751,f105a01d-e559-4655-ade3-20c8ac46d576,1603,4
656d2162cf3742cf5526ebf8,02155a60-ef99-420b-a797-6217f8c979cf,ac7525e8-278f-4c2c-807c-0a9db8a9a96a,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1.0,44.38769,-79.69037,168413904.0,0.419200292,IN_TRANSIT_TO,1701650751,837579f7-8c0e-4fb3-980c-2f73d3f4977e,2204,2
656d2185cf3742cf5526ec07,a38dea84-c086-4a0c-acf4-298bd24935b8,71d61b5e-b7fc-44d7-af41-c3b736e301a4,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.329887,-79.72564,603008906.0,10.126366148,IN_TRANSIT_TO,1701650781,37d98399-0db1-41ce-87c0-f4c79bb3338c,1603,4
656d2186cf3742cf5526ec0a,02155a60-ef99-420b-a797-6217f8c979cf,ac7525e8-278f-4c2c-807c-0a9db8a9a96a,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1.0,44.38754,-79.69029,168413904.0,92.0,IN_TRANSIT_TO,1701650781,837579f7-8c0e-4fb3-980c-2f73d3f4977e,2204,0
656d21aacf3742cf5526ec1a,a38dea84-c086-4a0c-acf4-298bd24935b8,71d61b5e-b7fc-44d7-af41-c3b736e301a4,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.328712,-79.72537,603009106.0,148.0,IN_TRANSIT_TO,1701650811,37d98399-0db1-41ce-87c0-f4c79bb3338c,1603,0
656d21abcf3742cf5526ec1d,02155a60-ef99-420b-a797-6217f8c979cf,ac7525e8-278f-4c2c-807c-0a9db8a9a96a,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1.0,44.38754,-79.69029,168413904.0,92.0,IN_TRANSIT_TO,1701650811,837579f7-8c0e-4fb3-980c-2f73d3f4977e,2204,0
656d21cdcf3742cf5526ec2c,a38dea84-c086-4a0c-acf4-298bd24935b8,71d61b5e-b7fc-44d7-af41-c3b736e301a4,SCHEDULED,605702ef-34fb-4f95-bc52-25022968f4af,1.0,44.32699,-79.72489,603009206.0,7.3566995149,IN_TRANSIT_TO,1701650841,4bbf7159-3a48-480e-a903-89947238de53,1603,4
